original_index,match_result,score_reasons,score,distance_m,expected_type,textQuery,api_name,original_detail,api_types,api_formattedAddress,api_location,api_rating,api_userRatingCount,api_placeId,api_URI
1125,ไม่แน่ใจ (ต้องตรวจซ้ำ),"distance<200m (+5), name_sim<=0.6 (+0), district_match (+2)",7,0.0,tourist_attraction,อาคารนิทรรศการเฉลิมพระเกียรติพระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว(ตึกถาวรวัตถุ) พระนคร กรุงเทพมหานคร ประเทศไทย,King Chulalongkorn Memorial Exhibition,อยู่ใกล้สนามหลวงติดกับวัดมหาธาตุ เดิมทีเดียวตึกแห่งนี้เป็นหอสมุดแห่งชาติ ซึ่งรัชกาลที่ 5 ได้โปรดเกล้าฯ ให้จัดตั้งขึ้นเมื่อวันที่ 12 ตุลาคม พ.ศ. 2448,"point_of_interest, establishment","Thawornwatthu Building, Thanon, QF3R+PM6 ถ. หน้าพระธาตุ แขวงพระบรมมหาราชวัง เขตพระนคร กรุงเทพมหานคร 10200","{'latitude': 13.754292999999999, 'longitude': 100.49162530000001}",4.9,11.0,ChIJQwXRPi-Z4jAR381p7h40aG0,https://maps.google.com/?cid=7883608455165627871&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
1130,ไม่แน่ใจ (ต้องตรวจซ้ำ),"distance<200m (+5), name_sim<=0.6 (+0), district_match (+2)",7,4.61,tourist_attraction,วิสาหกิจชุมชนท่องเที่ยวบ้านธรรมชาติล่าง จังหวัดตราด แหลมงอบ ตราด ประเทศไทย,วสช.บ้านธรรมชาติล่าง,  ชุมชนบ้านธรรมชาติล่าง ตั้งอยู่ติดทะเลอ่าวไทยด้านหน้าเกาะช้าง หลังภูเขา มีท่าเรือเฟอรี่อ่าวธรรมชาติเพื่อข้ามไปยังเกาะช้างอยู่ใจกลางหมู่บ้าน ชุมชนแห่งนี้เป็นทางผ่านของนักท่องเที่ยวจากความอุดมสมบูรณ์ของทรัพยากรธรรมชาติตั้งแต่ป่าไม้ถึงผืนน้ำ ชุมชนจึงเกิดการรวมกลุ่มจัดตั้งเป็นวิสาหกิจชุมชนท่องเที่ยวบ้านธรรมชาติล่าง มีฐานการเรียนรู้ผ้ามัดย้อม 3 ป่า คือการนำทรัพยากรป่า 3 ป่า ได้แก่ ป่าชุมชน ป่าชายเลน และป่าสมุนไพร มารังสรรค์ผลงานลงบนผ้า ผ่านกระบวนการนึ่ง เกิดเป็นผ้าพิมพ์ลายธรรมชาติสวยๆ งาน Handmade ชิ้นเดียวในโลกที่ไม่เหมือนใคร เป็นมิตรต่อสิ่งแวดล้อม มีการนำวัสดุจากธรรมชาติมาต่อยอดสร้างรายได้เป็นภาชนะจากกาบหมาก การทำลูกประคบสมุนไพร การทำปุ๋ยหมักชีวภาพ สำหรับคนที่ชอบวิชาศิลปะ รักการวาดภาพ ยังมีกิจกรรมที่ช่วยสร้างสมาธิพร้อมให้ความเพลิดเพลินด้วยการฝึกฝีมือวาดภาพลงบนถุงผ้า นอกจากนี้ภายในชุมชนยังมีกิจกรรมที่สร้างความรู้ความเข้าใจในการจัดการขยะที่ ศูนย์การเรียนรู้ การบริหารจัดการขยะ อีกด้วย    ,"tourist_attraction, point_of_interest, establishment",65 คลองใหญ่ ตำบล คลองใหญ่ อำเภอ แหลมงอบ ตราด 23120,"{'latitude': 12.1970852, 'longitude': 102.2867224}",4.7,13.0,ChIJyUAzeKZtBDERhTp4mzVVv9M,https://maps.google.com/?cid=15258007751284505221&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
1133,ไม่แน่ใจ (ต้องตรวจซ้ำ),"distance<500m (+4), name_sim>0.6 (+1), type_match:'place_of_worship' (+2)",7,237.66,place_of_worship,วัดป่าถ้ำวัว  เมืองแม่ฮ่องสอน แม่ฮ่องสอน ประเทศไทย,วัดป่าถ้ำวัว Wat Pa Tam Wua,ให้ธรรมชาติมอบความสงบ เพื่อค้นพบความสุขจากภายใน วัดป่าถ้ำวัว   ความเชื่อที่ว่าสุขภาพกายดี ต้องเริ่มมาจากภายในที่ดีก่อน ทำให้ผู้แสวงหาความสงบสุขทางใจทั่วทุกมุมโลกเดินทาง มายัง วัดป่าถ้ำวัว วัดสายวิปัสสนาในวงล้อมของป่าเขาธรรมชาติ เป็นสถานปฏิบัติธรรมที่มีความสงบ สะอาด สิ่งแวดล้อมสวยงาม และพร้อมต้อนรับให้ทุกคนมาฝึกสมาธิ โดยไม่มีการแบ่งเชื้อชาติและศาสนา        “ต้องการให้ผู้ปฏิบัติอยู่ใกล้ชิดกับธรรมชาติ เพื่อให้เข้าใจกฎของธรรมชาติและเจริญสติ” เจ้าอาวาสผู้ก่อตั้งวัดกล่าวด้วยน้ำเสียงนุ่มนวล ทั่วบริเวณวัดป่าถ้ำวัวจึงร่มรื่น ร่มเย็น มองเห็นภาพการเดินจงกรมของพระสงฆ์ และผู้ปฏิบัติธรรมนุ่งขาวห่มขาวหลากหลายเชื้อชาติ ย่างก้าวอย่างช้า ๆ บนทางเดินในสวนหย่อม ผ่านลำธารที่ไหลเอื่อยข้างภูเขา และพืชพรรณไม้เขียวขจี ก่อนเข้าสู่ศาลาปฏิบัติธรรมริมน้ำ เพื่อกำหนดจิตรักษาใจให้บริสุทธิ์ เข้าใจความเป็นไปของโลกอย่างผู้มีสติ และสามารถนำกลับไปปรับใช้ ก่อเกิดสติปัญญาและพลังกายในการดำเนินชีวิตต่อไป  ,"tourist_attraction, place_of_worship, point_of_interest, establishment",วัดป่าถ้ำวัว 102 บ้านแม่สุยะ ตำบล ห้วยผา เมือง แม่ฮ่องสอน 58000,"{'latitude': 19.5276653, 'longitude': 98.0833589}",4.7,710.0,ChIJKb6FPFMM0DARdSkVSdpse-I,https://maps.google.com/?cid=16319757359491918197&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
1136,ไม่แน่ใจ (ต้องตรวจซ้ำ),"distance<10km (+1), name_sim>0.75 (+2), district_match (+2), type_match:'park' (+2)",7,7669.63,park,อุทยานแห่งชาติเขาใหญ่ ปากช่อง นครราชสีมา ประเทศไทย,ด่านอุทยานแห่งชาติเขาใหญ่ - ปากช่อง,"เป็นอุทยานแห่งชาติแห่งแรกของประเทศไทย มีอาณาเขตครอบคลุม 4 จังหวัด คือ จังหวัดสระบุรี นครราชสีมา ปราจีนบุรี และนครนายก ซึ่งเป็นแหล่งกำเนิดของต้นน้ำลำธารที่สำคัญหลายสาย เช่น แม่น้ำนครนายก แม่น้ำปราจีน ลำตะคอง ลำพระเพลิง และห้วยมวกเหล็ก อุดมสมบูรณ์ด้วยพันธุ์ไม้และสัตว์ป่านานานาชนิด เช่น ช้างป่า กวางป่า เก้ง กระทิง เสือ ตลอดจนมีลักษณะทางธรรมชาติที่สวยงาม มีเนื้อที่ 1,353471.53 ไร่ หรือ 2,165.55 ตารางกิโลเมตร อีกทั้ง เขาใหญ่ได้รับการประกาศเป็นอุทยานแห่งชาติแห่งแรกของประเทศไทย เมื่อวันที่ 18 กันยายน พ.ศ. 2505 และได้รับสมญาว่าเป็นอุทยานมรดกของอาเซียน อีกทั้งได้รับการประกาศเป็นมรดกโลกจากยูเนสโก ในปี 2548 อากาศเย็นสบายตลอดทั้งเหมาะแก่การเดินทางท่องเที่ยวและประกอบกิจกรรมนันทนาการต่าง ๆ อุณหภูมิเฉลี่ยตลอดปีประมาณ 23 องศาเซลเซียส ฤดูร้อน ดอกไม้ป่ามีหลากสีบานสะพรั่ง บ้างออกผลตามฤดูกาล ฤดูฝน ป่าไม้ทุ่งหญ้าเขียวขจี น้ำตกทุกแห่งไหลแรงส่งเสียงดังก้องป่า ฤดูหนาว ช่วงเดือนตุลาคมถึงเดือนกุมภาพันธ์ เป็นฤดูที่นักท่องเที่ยวมากที่สุด","tourist_attraction, national_park, park, point_of_interest, establishment",G95H+4JC Lam Takhong ตำบล หมูสี อำเภอปากช่อง นครราชสีมา 30130,"{'latitude': 14.507816, 'longitude': 101.37902009999999}",4.7,4088.0,ChIJITY0hw8zHDERLvL-E3Rf7L8,https://maps.google.com/?cid=13829533507904270894&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
1145,ไม่แน่ใจ (ต้องตรวจซ้ำ),"distance<5km (+2), name_sim>0.92 (+4), district_match (+2)",8,1445.01,tourist_attraction,หนองหลวง เมืองตาก ตาก ประเทศไทย,หนองหลวง,"หนองหลวงเป็นหนองน้ำสาธารณะขนาดใหญ่ในเขตตำบลไม้งาม เนื้อที่ประมาณ 1,000 กว่าไร่ ซึ่งมีเนื้อที่ครอบคลุม 3 หมู่บ้านด้วยกัน คือ หมู่ที่ 1 , หมู่ที่ 6 และหมู่ที่ 7 ตำบลไม้งาม อำเภอเมืองตาก จังหวัดตาก ชาวบ้านได้ใช้หนองหลวงในการประกอบอาชีพประมงหาปลาในหนองน้ำสาธารณะแห่งนี้ จนเปรียบเสมือนเป็นหัวใจของคนในชุมชน นอกจากนี้ยังเป็นสถานที่ออกกำลังกาย และเป็นสถานที่พักผ่อนหย่อนใจของประชาชนในพื้นที่และบริเวณใกล้เคียง ปัจจุบันพื้นที่รอบหนองหลวงได้เป็นสถานที่ตั้งของหน่วยราชการต่าง ๆ เช่น สำนักงานสาธารณสุขจังหวัดตาก , มหาวิทยาลัยเทคโนโลยีล้านนาวิทยาเขตตาก , สถานีประมงน้ำจืดจังหวัดตาก , ศูนย์จักรกลประมง และกองร้อยอาสาสมัครจังหวัดตาก","administrative_area_level_3, political",หนองหลวง อำเภอเมืองตาก ตาก 63000,"{'latitude': 16.8827562, 'longitude': 99.1207129}",,,ChIJf-xM8ejZ3TARw7e4IU95g6A,https://maps.google.com/?cid=11566221648792696771&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
1146,ไม่แน่ใจ (ต้องตรวจซ้ำ),"distance>=10km (+0), name_sim>0.92 (+4), district_match (+2), type_match:'park' (+2)",8,14877.81,park,อุทยานแห่งชาติปางสีดา เมืองสระแก้ว สระแก้ว ประเทศไทย,อุทยานแห่งชาติปางสีดา,"มีพื้นที่ครอบคลุมอำเภอเมืองสระแก้ว อำเภอวัฒนานคร อำเภอตาพระยา จังหวัดสระแก้ว และอำเภอนาดี จังหวัดปราจีนบุรี มีพื้นที่ทั้งหมดประมาณ 844ตารางกิโลเมตร หรือ 527,500 ไร่ ประกาศเป็นอุทยานแห่งชาติเมื่อวันที่ 22 กุมภาพันธ์ พ.ศ. 2525 อาณาเขตทางด้านทิศเหนือทั้งหมดกับด้านทิศตะวันตกบางส่วนมีแนวป่าต่อเนื่องกับอุทยานแห่งชาติทับลาน สภาพป่าเป็นภูเขาสูงชันสลับซับซ้อน ทั้งป่าดิบชื้น ป่าดิบเขา ป่าดิบแล้ง ป่าเต็งรัง และป่าทุ่งหญ้าเป็นต้น เป็นป่าที่มีความสมบูรณ์ประกอบด้วยสัตว์ป่าหายากและนกกว่า 300 ชนิด เช่น กระทิง ช้าง เก้ง กวาง หมูป่า นกเงือก นกยูง นกขุนทองและมีผีเสื้อหลากหลายสายพันธุ์ตลอดทั้งปี เป็นแหล่งจระเข้น้ำจืดที่ยังเหลืออยู่ และยังเป็นแหล่งกำเนิดของต้นน้ำลำธารหลายสายเช่น ห้วยโสมง ห้วยน้ำเย็น ห้วยพระปรง ห้วยพลับพลึง ห้วยยาง ห้วยเลิงไผ่ ฯลฯ ก่อนที่จะไหลลงสู่แม่น้ำบางปะกงหรือแม่น้ำปราจีนบุรี ซึ่งเป็นแม่น้ำสายสำคัญของภาคตะวันออกภายในอุทยานฯ มีสถานที่น่าสนใจ ได้แก่ น้ำตกปางสีดา อยู่ห่างจากที่ทำการอุทยานฯ ประมาณ 800 เมตร เป็นน้ำตกที่ไหลจากหน้าผา 3 ชั้น สูงประมาณ 8 เมตร ตัวน้ำตกไหลลงสู่เบื้องล่างเป็นแอ่งน้ำกว้างใหญ่และลานหิน บรรยากาศร่มรื่น เหมาะแก่การเล่นน้ำ และมีน้ำมากในฤดูฝน น้ำตกผาตะเคียน อยู่ห่างจากที่ทำการประมาณ 3 กิโลเมตร และห่างจากน้ำตกปางสีดาประมาณ 2.5 กิโลเมตร สามารถเดินทางเท้าได้ 2 เส้นทาง มีป้ายบอกตลอดเส้นทางทุก ๆ 300 เมตร ตลอดเส้นทางขึ้นสู่น้ำตกร่มรื่นด้วยแมกไม้หนาทึบ เป็นน้ำตกชั้นสุดท้ายที่อยู่สายเดียวกับน้ำตกปางสีดา น้ำตกทิ้งตัวลงมาจากหน้าผาสูงประมาณ 10 เมตร เหมาะสำหรับเดินป่าศึกษาธรรมชาติ ทุ่งหญ้าโป่งกระทิง เดิมเป็นหมู่บ้านเก่าที่กลายเป็นทุ่งหญ้ารกร้าง ภายหลังอพยพผู้คนออกไป มีลักษณะคล้ายทุ่งหญ้าที่มอสิงโตในอุทยานแห่งชาติเขาใหญ่ มีสัตว์ป่าออกหากินบริเวณนี้เป็นจำนวนมาก ทางอุทยานฯ ได้ทำโป่งเทียมและหอดูสัตว์ไว้ จากถนนภายในอุทยานฯมีทางแยกบริเวณกิโลเมตรที่ 3.5 และกิโลเมตรที่ 6 แล้วเดินเท้าอีกประมาณ 2กิโลเมตร ตามเส้นทางศึกษาธรรมชาติโป่งกระทิงซึ่งมีโป่งธรรมชาติที่อาจพบสัตว์ป่าได้ไม่ยาก น้ำตกถ้ำค้างคาว จากที่ทำการถึงหลักกิโลเมตรที่ 22ให้เดินเท้าต่อไปอีกประมาณ 10 กิโลเมตร บริเวณน้ำตกมีค้างคาวอาศัยอยู่ในถ้ำมากมาย เป็นน้ำตกที่สวยงามแห่งหนึ่งที่ไหลจากหน้าผาสูง และแรงจนเกิดเสียงก้อง ตั้งอยู่กลางป่าลึกใช้เวลาเดินทางไป/ กลับ 3 วัน 2 คืน ติดต่อเจ้าหน้าที่นำทางได้ที่ ที่ทำการอุทยานฯ น้ำตกทับซุง เป็นน้ำตกแห่งใหม่ของอุทยานฯ ระหว่างทางเป็นเส้นทางศึกษาธรรมชาติ มีพรรณไม้หลากหลายชนิด อยู่ช่วงกิโลเมตรที่ 22 แล้วเดินเท้าอีก 1.5 กิโลเมตร จุดชมวิว เป็นหุบเขากว้าง ห่างจากที่ทำการไปประมาณ กิโลเมตรที่ 25และกิโลเมตรที่ 35 สามารถชมภูมิประเทศโดยรอบ และชมพระอาทิตย์ขึ้นและพระอาทิตย์ตกได้ สามารถขับรถไปได้จากที่ทำการอุทยานฯ กลุ่มน้ำตกแควมะค่า จากที่ทำการอุทยานฯ ถึงหลักกิโลเมตรที่ 40 ให้เดินเท้าต่ออีกประมาณ 6 กิโลเมตร ตัวน้ำตกทิ้งตัวจากหน้าผาสูงประมาณ 70 เมตร เหมาะสำหรับเดินป่า และสามารถกางเต็นท์ได้ ใกล้ ๆ กันยังมีน้ำตกรากไทรย้อย ห่างจากน้ำตกแควมะค่า ประมาณ 500 เมตร น้ำตกลานหินใหญ่ ห่างจากน้ำตกแควมะค่า ประมาณ 1.5 กิโลเมตร น้ำตกสวนมั่น สวนทอง ห่างจากน้ำตกแควมะค่า ประมาณ 3 กิโลเมตร และน้ำตกม่านธารา ห่างจากน้ำตกแควมะค่า ประมาณ 4 กิโลเมตร กลุ่มน้ำตกแห่งนี้ใช้ระยะเวลาในการเดินทางประมาณ 2 3 วัน เนื่องจากเป็นกลุ่มน้ำตกที่อยู่ลึกเข้าไปในผืนป่า","national_park, tourist_attraction, park, point_of_interest, establishment",อุทยานแห่งชาติปางสีดา ตำบล ท่าแยก อำเภอเมืองสระแก้ว สระแก้ว 27000,"{'latitude': 13.9835014, 'longitude': 102.203479}",4.5,789.0,ChIJw2heH3mCGzERkz3qEZ0SzBY,https://maps.google.com/?cid=1642708429903117715&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
1147,ไม่แน่ใจ (ต้องตรวจซ้ำ),"distance<200m (+5), name_sim<=0.6 (+0), district_match (+2)",7,0.0,tourist_attraction,หาดแหลมศาลา สามร้อยยอด ประจวบคีรีขันธ์ ประเทศไทย,Hat Laem Sala,เป็นหาดสน ที่มีทรายขาว ล้อมรอบด้วยภูเขาเป็นรูปตัวยู ด้านหน้าเป็นชายทะเล มีเกาะสัตกูดบังคลื่นอยู่ด้านหน้า ทำให้เกิดบรรยากาศอันเงียบสงบเหมะสำหรับการพักผ่อน มีบ้านพัก เต็นท์ ห้องน้ำ ห้องสุขา เส้นทางศึกษาธรรมชาติและสิ่งอำนวยความสะดวกอื่นๆ ไว้บริการ มีร้านอาหารของภาคเอกชน ซึ่งได้รับอนุญาตจากกรมอุทยานแห่งชาติ สัตว์ป่าและพันธุ์พืชแล้ว,"beach, natural_feature, establishment",Hat Laem Sala ตำบล สามร้อยยอด อำเภอสามร้อยยอด ประจวบคีรีขันธ์ 77120,"{'latitude': 12.201666699999999, 'longitude': 100.015}",4.7,43.0,ChIJgaX_6QzJ_TARn-n6qCZv3NA,https://maps.google.com/?cid=15050026266599811487&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
1149,ไม่แน่ใจ (ต้องตรวจซ้ำ),"distance<200m (+5), name_sim<=0.6 (+0), district_match (+2)",7,0.0,park,น้ำตกหินดาด โป่งน้ำร้อน จันทบุรี ประเทศไทย,น้ำตกหินดาด (Hin Dad Waterfall),"  การขึ้นน้ำตกต้องใช้เส้นทางเดินป่า ระยะทาง ๓ กิโลเมตร ใช้เวลาในการเดินทางไป กลับ ๓ ชั่วโมง การเดินทางไปน้ำตกต้องมีเจ้าหน้าที่นำทาง ติดต่อได้ที่ กำนันธงชัย แพรงาม โทร. ๐ ๓๙๔๔ ๗๒๔๗, ๐ ๘๖๓๑๐ ๘๗๓๒ , ๐ ๓๙๓๖  ๐๒๔๑   ","tourist_attraction, point_of_interest, establishment",X6CQ+FPG ตำบล ทับไทร อำเภอโป่งน้ำร้อน จันทบุรี 22140,"{'latitude': 12.971189899999999, 'longitude': 102.23933749999999}",3.7,18.0,ChIJTe3SSF-jBDERMwmHHax_IHg,https://maps.google.com/?cid=8656058861012584755&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
1151,ไม่แน่ใจ (ต้องตรวจซ้ำ),"distance<200m (+5), name_sim<=0.6 (+0), district_match (+2)",7,0.0,tourist_attraction,ชุมชนกกสะทอน  ด่านซ้าย เลย ประเทศไทย,ชมรมส่งเสริมการท่องเที่ยวโดยชุมชนกกสะทอน,"ชุมชนกกสะทอนเป็นหมู่บ้านเล็กๆ ในอำเภอด่านซ้าย จังหวัดเลย ในเขตอุทยานแห่งชาติภูหินร่องกล้า ภูลมโลเป็นภูเขาที่ตั้งอยู่บนรอยต่อของสามจังหวัด คือ พิษณุโลก เพชรบูรณ์ และเลย เป็นอีกหนึ่งเส้นทางที่สามารถขึ้นไปถึงภูลมโลได้ เพราะเส้นทางขึ้นทางด้านนี้ยังความเป็นธรรมชาติอยู่มาก รถยนต์ธรรมดาจึงไม่สามารถขับขึ้นไปได้ด้วยตัวเอง ชาวกกสะทอนจึงก่อตั้ง ชมรมส่งเสริมการท่องเที่ยวชุมชนกกสะทอน เพื่อบริการนักท่องเที่ยวที่ต้องการขึ้นไปเที่ยวภูลมโลและชมดอกนางพญาเสือโคร่ง จุดชมดอกนางพญาเสือโคร่งที่นี่มีพื้นที่กว้างกว่า 1000 ไร่  นางพญาเสือโคร่งของภูลมโลจะไม่ได้มีให้ชมเพียงจุดเดียว แต่จะกระจายมีให้ชมในหลายจุดโดยจะบานแทรกตัว อยู่ในหุบเขา ป่าไม้และต้นหญ้า โดยนางพญาเสือโคร่งจะบานใน ช่วงกลางเดือน ม.ค. ของทุกปี  แม้ในช่วงนี้จะไม่มีดอกนางพญาเสือโคร่งให้ชมบนภูลมโลแล้ว แต่ก็ยังสามารถเดินทางขึ้นไปเที่ยวชมบรรยากาศยามเช้า ต้อนรับพระอาทิตย์ขึ้นบนยอดเขา สัมผัสอากาศเย็นๆ บนภูลมโลกันได้ ทางชมรมฯ ยังมีอาหารแบบโลว์คาร์บอนที่ใช้วัตถุดิบในท้องถิ่นมาปรุงอาหาร เช่น ส้มตำน้ำผักสะทอน   ต้มซั้วไก่งาดำ ยำหัวปลีกล้วยป่า (กล้วยฮก)  ขิงสด น้ำขิงร้อนๆ ,ขิงน้ำผึ้ง และอาหารพื้นบ้านอื่นๆ ให้นักท่องเที่ยวได้สัมผัส และมีเวิร์กชอปการทำขิงผง ขิงดอง และชาใบสะทอนอีกด้วย และนี่ก็คือเสน่ห์ของภูลมโลกับการท่องเที่ยวโดยชุมชนกกสะทอน ที่สอดรับกันในเรื่องของความงดงามตามธรรมชาติและการท่องเที่ยวโดยชุมชน ที่สามารถสร้างความประทับใจให้กับนักท่องเที่ยว และนำไปสู่การจัดการท่องเที่ยวโดยชุมชนอย่างยั่งยืน ","corporate_office, point_of_interest, establishment",ตำบล กกสะทอน อำเภอด่านซ้าย เลย 42120,"{'latitude': 17.0904783, 'longitude': 101.11117}",4.8,12.0,ChIJR9D7BSbxIDER0DM0Rm5cBpw,https://maps.google.com/?cid=11242775148471006160&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
1152,ไม่แน่ใจ (ต้องตรวจซ้ำ),"distance<5km (+2), name_sim>0.6 (+1), district_match (+2), type_match:'place_of_worship' (+2)",7,1521.15,place_of_worship,ชุมชนไทยพวน (วัดฝั่งคลอง) ปากพลี นครนายก ประเทศไทย,วัดฝั่งคลอง,ชุมชนไทยพวนเป็นชุมชนที่มีวิถีชีวิตอันเป็นเอกลักษณ์ ทั้งด้านภาษาไทยพวน การแต่งกายไทยพวน มีเรื่องราวประวัติศาสตร์ชุมชนที่พิพิธภัณฑ์พื้นบ้านไทยพวนวัดฝั่งคลอง ผลิตภัณฑ์ชุมชน วัฒนธรรมเด่นมากโดยเฉพาะเรื่องผ้าไทยพวน ชาวชุมชนไทยพวน อาศัยอยู่ตามลำคลองตลอดแนวตั้งแต่ ต.หนองแสง ต.เกาะหวาย ต.เกาะโพธิ์ จนถึง ต.ท่าเรือ นับอายุชุมชนไทยพวนอยู่มามากกว่า 240 ปี มีกิจกรรมให้ทำมากมาย เริ่มจากสักการะพระธาตุกุสาวดี เยี่ยมชมกลุ่มทอผ้าพื้นบ้านไทยพวน ไปเที่ยวชมเทือกเขาใหญ่มรดกโลก อ่างเก็บน้ำวังบอน พายเรือแคนนูชมธรรมชาติ เข้าที่พักโฮมสเตย์ แล้วรับประทานอาหารพาแลงหรือโตกไทยพวน ชมการแสดงพื้นบ้าน 3 ลำ ลำพวน ลำตัดไทยพวน รำโทน การแสดงชุดสาวเชียงขวาง ไหว้รอยพระพุทธบาทเก่าแก่ที่ชุมชนบ้านเกาะหวาย และเยี่ยมชมพิพิธภัณฑ์ปะพวนที่ปากพลี ,"tourist_attraction, place_of_worship, point_of_interest, establishment",5777+F9J 307 ถ. สุวรรณศร ตำบล เกาะหวาย อำเภอปากพลี นครนายก 26130,"{'latitude': 14.163687, 'longitude': 101.26339}",4.5,105.0,ChIJ-zoh982tHTER4dmT5qbzpp4,https://maps.google.com/?cid=11432092602285152737&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
1157,ไม่แน่ใจ (ต้องตรวจซ้ำ),"distance<200m (+5), name_sim>0.75 (+2)",7,0.0,park,น้ำตกตาดหมอก ตาดเหมย   แม่อาย เชียงใหม่ ประเทศไทย,น้ำตกตาดหมอก,ตั้งอยู่ที่ 3 บ้านดอนชัย ต. แม่อาย อยู่ห่างจากทางหลวง 15 กิโลเมตร มีถนนลาดยางถึงบริเวณน้ำตก เป็นน้ำตกคู่ มีน้ำไหลตลอดปี ปัจจุบัน อบต.แม่อายได้พัฒนาเป็นแหล่งท่องเที่ยวอย่างดี,"tourist_attraction, point_of_interest, establishment","Unnamed Rd,, XV64+W92 ตำบล แม่แรม อำเภอแม่ริม เชียงใหม่ 50180","{'latitude': 18.962264599999997, 'longitude': 98.85587939999999}",4.4,295.0,ChIJv9pAW-g_2jARNE2Eo57_DZU,https://maps.google.com/?cid=10740521743161773364&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
1158,ไม่แน่ใจ (ต้องตรวจซ้ำ),"distance<5km (+2), name_sim>0.75 (+2), district_match (+2), type_match:'place_of_worship' (+2)",8,1668.94,place_of_worship,วัดวิเชียรบำรุง วิเชียรบุรี เพชรบูรณ์ ประเทศไทย,วัดวิเชียรบำรุง (วัดท่าน้ำ),ภายในบริเวณวัดประดิษฐานพระนอนสีทององค์ใหญ่อยู่กลางแจ้ง นามว่า  พระพุทธไสยาสน์วิเชียรบุรีศรีรัตนมิ่งมงคล  มีความยาวประมาณ 50 เมตร สูง 5 เมตร หันพระพักตร์ไปทางทิศตะวันออก องค์พระหล่อด้วยปูนทาสีทอง ภายในองค์พระเป็นที่บรรจุพระบรมสารีริกธาตุส่วนพระรากขวัญ (ไหปลาร้า) ด้านหลังองค์พระมีพระบรมราชานุสาวรีย์สมเด็จพระนเรศวรมหาราช พระสุพรรณกัลยาและสมเด็จพระเอกาทศรถ นอกจากนี้ยังมีเรือมาด (เรือขุดที่มีประทุน) ขุดแต่งจากไม้ตะเคียนทั้งต้น อายุราวสมัยอยุธยา ค้นพบในแม่น้ำป่าสัก อำเภอวิเชียรบุรีและนำมาตั้งแสดงอยู่ที่วัดนี้,"tourist_attraction, place_of_worship, point_of_interest, establishment",M463+8JM ตำบล ท่าโรง อำเภอวิเชียรบุรี เพชรบูรณ์ 67130,"{'latitude': 15.660829000000001, 'longitude': 101.104034}",4.4,79.0,ChIJ9_9jbO2wHzERmcuUNlytF1U,https://maps.google.com/?cid=6131560029252537241&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
