original_index,match_result,score_reasons,score,distance_m,expected_type,textQuery,api_name,original_detail,api_types,api_formattedAddress,api_location,api_rating,api_userRatingCount,api_placeId,api_URI
252,ไม่ตรง,"distance<5km (+2), name_sim<=0.6 (+0), district_match (+2)",4,2849.2,tourist_attraction,บ้านแสนใจพัฒนา แม่ฟ้าหลวง เชียงราย ประเทศไทย,ศูนย์พัฒนาเด็กเล็กบ้านแสนใจใหม่, ชุมชนท่องเที่ยวสุขภาพบ้านแสนใจพัฒนาเป็นชุมชนชาวไทยภูเขาเผ่าอ่าข่า กลุ่มอู่ไล้ แสนใจพัฒนาอยู่ในเขตป่าสงวนแม่จัน – แม่สลอง อยู่สูงจากระดับน้ำทะเล 800 เมตร เขตติดต่ออำเภอแม่จัน แม่ฟ้าหลวง และเขตชายแดนพม่า ชุมชนตั้งมาได้ 115 ปีมีป่าชุมชนล้อมรอบ และมีแหล่งท่องเที่ยวหลายด้านทั้งสิ่งแวดล้อม สุขภาพ การท่องเที่ยวชุมชนเริ่มเกิดขึ้นในปี 2547 โดยการนำร่องของสมาคมอาข่า และชุมชนแสนใจ โดยเฉพาะเครือข่ายหมอพื้นบ้าน จึงทำให้การท่องเที่ยวโดยชุมชนแสนใจพัฒนาเกิดขึ้นชาวชุมชนท่องเที่ยวสุขภาพบ้านแสนใจพัฒนา ประกอบอาชีพการเกษตร และรับจ้าง คนในชุมชนนับถือศาสนาพุทธ และคริสต์มีประเพณีดั้งเดิมคือ “อาข่าย้อง”,"preschool, child_care_agency, school, point_of_interest, establishment",6Q33+P6W ตำบล ศรีค้ำ อำเภอ แม่ฟ้าหลวง เชียงราย 57110,"{'latitude': 20.2043557, 'longitude': 99.753092}",4.0,4.0,ChIJ7xupNuL61jARpZ-90zy_cgk,https://maps.google.com/?cid=680816761657728933&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
259,ไม่ตรง,"distance<1km (+3), name_sim<=0.6 (+0), district_match (+2)",5,634.13,tourist_attraction,ชุมชนท่องเที่ยวตันหยงลุโละ เมืองปัตตานี ปัตตานี ประเทศไทย,บ้านตันหยงลุโละ,ความยิ่งใหญ่ของอดีตเมืองปาตานี ในฐานะศูนย์กลางอาณาจักรปาตานีและของเอเชียอาคเนย์ ที่คนทั่วไปได้เคยมาติดต่อค้าขายจนเป็นที่รู้จักกันทั่วไปในสมัยนั้น เหมือนยังคงจำหลักมั่นอยู่ที่ “ชุมชนตันหยงลุโละ” ด้วยมีร่องรอยประวัติศาสตร์ปรากฏเด่นชัด เช่น คลองปาเปรี บ่อฮังตูวะห์ ฯลฯ โดยเฉพาะอย่างยิ่งคือ “มัสยิดเก่ากรือเซะ” แหล่งท่องเที่ยวทางประวัติศาสตร์ที่สำคัญในฐานะโบราณสถานที่สะท้อนสถาปัตยกรรมเก่าแก่ ศูนย์รวมแห่งศรัทธาของชาวมุสลิม และฮวงจุ้ยเจ้าแม่ลิ้มกอเหนี่ยว ศูนย์รวมศรัทธาของชาวจีน และพื้นที่ด้านข้างยังเป็นที่ตั้งของ “ศูนย์เรียนรู้ท่องเที่ยวอารยธรรมปัตตานี”  นัยความหมายของชื่อว่า คำว่า “ตันหยง” หมายถึง แหลมตันหยง คำว่า “ลุโละ” หมายถึง เพชร พลอย ของมีค่า ตันหยงลุโละ จึงหมายถึงแหลมที่เต็มไปด้วยเพชรพลอยและสิ่งของมีค่าที่ทำให้ประชาชนทำมาหากินง่าย เพราะมีพื้นที่อยู่ติดชายฝั่งทะเลอ่าวไทย อุดมสมบูรณ์ด้วยทรัพย์ในดินสินในน้ำ บริเวณฝั่งทะเลเหมาะสำหรับเลี้ยงหอยแครง และทำนาเกลือโบราณ ผู้สนใจสามารถไปสัมผัสเรียนรู้ประวัติศาสตร์ วิถีชีวิต และวัฒนธรรมที่หลากหลายของผู้คน,"community_center, event_venue, point_of_interest, establishment",59 29 ตำบล ตันหยงลุโละ อำเภอเมืองปัตตานี ปัตตานี 94000,"{'latitude': 6.8787087, 'longitude': 101.3020466}",4.1,69.0,ChIJXxcRKtEAszERj5u8kLWpRgY,https://maps.google.com/?cid=452235409879767951&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
268,ไม่ตรง,"distance<5km (+2), name_sim<=0.6 (+0), district_match (+2)",4,3150.81,tourist_attraction,ท่องเที่ยวเชิงนิเวศน์ตำบลบ้านขาว  ระโนด สงขลา ประเทศไทย,ฟิชชิ่งคนบ้านขาว, บ้านขาวโฮมสเตย์ นั้นอยู่ไม่ไกลจากสะพานหัวป่า ไสกลิ้ง (สะพานเฉลิมพระเกียรติ 80 พรรษา) ตั้งอยู่ริมทะเลสาบสงขลา ทะเลสาบแห่งเดียวในประเทศไทยที่อยู่ติดกันถึง 3 จังหวัด ได้แก่ จังหวัดพัทลุง จังหวัดสงขลา และจังหวัดนครศรีธรรมราช         สำหรับการท่องเที่ยวในบ้านขาวโฮมสเตย์นั้น ส่วนใหญ่จะเน้นไปทางเชิงนิเวศน์ คือ มีการล่องเรือชมทิวทัศน์ป่าพรุ ทะเลน้อย ทุ่งบัวแดง บัวชมพู ตำนานจระเข้ กลุ่มอาชีพต่างๆ และมีบริการบ้านพักโฮมสเตย์ ชมการแสดงมโนราห์ การแสดงหนังตลุงคน และกิจกรรมอื่นๆมากมาย ,"tourist_attraction, point_of_interest, establishment",V665+RC9 ตำบล บ้านขาว อำเภอ ระโนด สงขลา 90140,"{'latitude': 7.8620399999999995, 'longitude': 100.2086075}",3.7,3.0,ChIJKbrkBJmXUjARI1uHpg5R6YA,https://maps.google.com/?cid=9289044829793639203&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
269,ไม่ตรง,"distance>=10km (+0), name_sim>0.6 (+1)",1,1071023.57,tourist_attraction,ทุ่งทานตะวันสงขลา เมืองสงขลา สงขลา ประเทศไทย,ทุ่งทานตะวัน@Wangthong,"เทศบาลนครสงขลาได้เนรมิตพื้นที่ริมถนนชลาทัศน์ เลียบชายหาดชลาทัศน์ แหลมสมิหลา ให้เป็นทุ่งทานตะวันแห่งใหม่ของนครสงขลา ในเนื้อที่กว่า 1 ไร่ โดยขณะนี้ต้นทานตะวัน 10,000 ต้น กำลังออกดอกบานสะพรั่งบานเหลืองอร่าม เปิดให้นักท่องเที่ยวได้ชมความสวยงามและถ่ายรูปเก็บไว้เป็นที่ระลึก และกำลังกลายเป็นจุดขายใหม่ที่สร้างสีสันให้กับการท่องเที่ยวบริเวณชายหาดชลาทัศน์ ให้คึกคักมากยิ่งขึ้น","state_park, park, point_of_interest, establishment",ชุมชนตรอกโรงสี ตำบลวังทอง อำเภอวังทอง พิษณุโลก 65130,"{'latitude': 16.8156537, 'longitude': 100.4354644}",4.2,36.0,ChIJE8D2wn2R3zART09l8h5OtHY,https://maps.google.com/?cid=8553547487106125647&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
275,ไม่ตรง,"distance<5km (+2), name_sim<=0.6 (+0), district_match (+2)",4,2017.19,tourist_attraction,อ่างเก็บน้ำบ้านจรัส บัวเชด สุรินทร์ ประเทศไทย,Ang Kep Nam Ban Charat Phatthana,"มีเนื้อที่ 1,328 ไร่ ความจุ 15 ล้านลูกบาศก์เมตร ใช้เป็นท่าเทียบเรือสำหรับนำนักท่องเที่ยวเดินทางเข้าเยี่ยมชนน้ำตกไตรคีรี ใช้เวลาเพียง 45 นาที นับเป็นสถานที่ท่องเที่ยวที่ได้รับความนิยมจากนักท่องเที่ยวเป็นอย่างมาก เนื่องจากสามารถเดินทางด้วยเรือ พร้อมกับชมทัศนียภาพที่สวยงามสองฝั่งได้ด้วย","natural_feature, establishment",Ang Kep Nam Ban Charat Phatthana ตำบล จรัส อำเภอ บัวเชด สุรินทร์ 32230,"{'latitude': 14.402500000000002, 'longitude': 103.9380556}",5.0,1.0,ChIJiQpK3L_HEDERWizn_htP20c,https://maps.google.com/?cid=5177819178251791450&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
276,ไม่ตรง,"distance>=10km (+0), name_sim<=0.6 (+0), district_match (+2)",2,21658.68,tourist_attraction,สวนถาพร เมืองนครพนม นครพนม ประเทศไทย,สวนลิ้นจี่ธัณฆ์ญาพร,แหล่งท่องเที่ยวเชิงเกษตรผสมผสาน ฤดูกาลที่เหมาะสม ในช่วงเดือน พฤศจิกายน   กุมภาพันธ์ ห่างจากตัวเมืองประมาณ 30 กิโลเมตร ตามทางหลวงหมายเลข 22 นครพนม สกลนคร,"farm, point_of_interest, establishment",354 หมู่ 7 บ้านเหล่าภูมิ ตำบล หนองญาติ อำเภอเมืองนครพนม นครพนม 48000,"{'latitude': 17.3355394, 'longitude': 104.73459369999999}",,,ChIJqV0a9B0NPDER2SIiOdbge3w,https://maps.google.com/?cid=8970010293524636377&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
277,ไม่ตรง,"distance<5km (+2), name_sim>0.6 (+1), district_match (+2)",5,3163.61,tourist_attraction,บ้านหนองไข่เหี้ยโฮมสเตย์ สีดา นครราชสีมา ประเทศไทย,หนองไข่เหี้ย,บ้าน หนองไข่เหี้ย มีครัวเรือน 60 ครัวเรือน บ้านหนองไข่เหี้ยสันนิฐานว่าเป็นหมู่บ้านโบราณที่เกิดขึ้นมาพร้อมกับบ่อไก่ แก้ว เป็นแหล่งหรือสถานที่มีไก่ชุกชุม ไก่เหล่านั้นได้ไข่ เรี่ยราด ไว้ตามสุมทุมไม้และหนองน้ำขาวบ้านจึงเรียกว่า “หนองไข่เหี้ย” ต่อมาได้มีสัตว์ชนิดหนึ่งได้เข้ามาไว้บริเวณหนองน้ำแห่งนี้ คือ ตัวเงินตัวทอง (ตัวเหี้ย) จากนั้น หนองไข่เหี่ย จึงผันมาเป็นหนองไว้เหี้ยตามชื่อเรียกของสัตว์ขนิดดังกล่าวจนถึงปัจจุบัน การประกอบอาชีพ หลัก คือ ทำนา อาชีพรอง คือรับจ้าง อาชีพเสริม เลี้ยงสัตว์ ทอผ้า เพาะชำไม้ดอกไม้ประดับ ประเพณีแห่ช้างบ่อไก่แก้ว เมืองสีดา ทุกๆ ปีในวันที่ 14 เมษายน พิธีบายศรีสู่ขวัญ พิธีทำบุญเบิกบ้านบรวงสรวงเสาหลักบ้านสิ่งศักดิ์สิทธิหมู่บ้าน,"neighborhood, political",หนองไข่เหี้ย ตำบล หนองตาดใหญ่ อำเภอสีดา นครราชสีมา 30430,"{'latitude': 15.586748799999999, 'longitude': 102.5625013}",,,ChIJQU7JIpvlGDERgD0os85q1_Y,https://maps.google.com/?cid=17786802689324629376&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
284,ไม่ตรง,"distance<200m (+5), name_sim<=0.6 (+0)",5,0.0,tourist_attraction,โครงการพัฒนาพื้นที่แก้มลิงหนองเจ็ดเส้น อันเนื่องมาจากพระราชดำริ ป่าโมก อ่างทอง ประเทศไทย,อุทยานสวรรค์ อ่างทอง หนองเจ็ดเส้น,"โครงการแก้มลิงหนองเจ็ดเส้น เกิดขึ้นจากการที่พื้นที่การเกษตรในเขตอำเภอป่าโมก และอำเภอเมือง จังหวัดอ่างทอง ประสบปัญหาอุทกภัยซ้ำซาก เกษตรกรและส่วนราชการต่างๆ จึงได้หารือร่วมกัน โดยเห็นควรที่จะได้นำแนวพระราชดำริของพระบาทสมเด็จพระเจ้าอยู่หัว เรื่องโครงการแก้มลิงมาใช้ประโยชน์ จังหวัดอ่างทอง จึงได้เสนอโครงการแก้มลิงหนองเจ็ดเส้นมายังมูลนิธิชัยพัฒนา เพื่อพิจารณาดำเนินการขุดลอกแหล่งกักเก็บน้ำ โครงการมีพื้นที่รวมประมาณ 300 ไร่ สามารถเก็บกักน้ำไว้ได้ในฤดูฝน และสามารถปล่อยน้ำให้แก่พื้นที่การเกษตรในฤดูแล้งได้ 2,000 ไร่ ต่อมา สมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ได้พระราชทานพระราชกระแสในคราวประชุมคณะกรรมการมูลนิธิชัยพัฒนา เมื่อวันที่ 12 ธันวาคม 2549 ให้ดำเนินการจัดทำแผนบริหารจัดการน้ำในพื้นที่โครงการแก้มลิงของมูลนิธิชัยพัฒนา เพื่อที่จะสามารถบริหารจัดการน้ำอย่างเป็นระบบและมีประสิทธิภาพสูงสุด โดยทรงพระกรุณาโปรดเกล้าฯ พระราชทานพระราชานุมัติให้ดำเนินงานโครงการแก้มลิงหนองเจ็ดเส้น อำเภอป่าโมก จังหวัดอ่างทอง เมื่อวันที่ 16 มกราคม 2550","park, point_of_interest, establishment",GFMR+847 ตำบล สายทอง อำเภอเมืองอ่างทอง อ่างทอง 14130,"{'latitude': 14.533286799999999, 'longitude': 100.49029879999999}",4.5,384.0,ChIJaYscAIwO4jAR4aYwk0E5jrw,https://maps.google.com/?cid=13586860079628461793&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
291,ไม่ตรง,"distance<500m (+4), name_sim<=0.6 (+0), district_match (+2)",6,207.27,tourist_attraction,จุดชมวิวเขาเหล็ก หรือทะเลหมอกกรุงชิง นบพิตำ นครศรีธรรมราช ประเทศไทย,ทะเลหมอกกรุงชิง,ทะเลหมอกกรุงชิง หรือจุดชมวิวเขาเหล็ก เป็นจุดที่สามารถชมหมอกได้ตลอดทั้งปี เนื่องจากหมอกดังกล่าวเกิดจากต้นไม้ที่อุดมสมบูรณ์ที่คลาย ก๊าซคาร์บอนไดอ๊อกไซต์ออกมาแล้วเกิดเป็นหมอก ในบริเวณใกล้เคียงยังอยู่ติดกับอุทยานแห่งชาติเขาหลวง และอุทยานแห่งชาติเขานัน จึงทำให้ ทะเลหมอกชิงกรุง หรือ จุดชมวิวเขาเหล็กห้อมล้อมไปด้วยธรรมชาติที่สมบูรณ์ เดิมกรุงชิงเคยเป็นเหมืองแร่มาก่อน เป็นพื้นที่ที่มีประวัติศาสตร์แห่งการต่อสู้ด้านความคิดการปกครองในพื้นที่ผืนป่ากรุงชิง ถูกปกครองโดยพรรคคอมมิวนิสต์แห่งประเทศไทย ตั้งแต่ปี พ.ศ.2517 ต่อมาฝ่ายรัฐบาลสามารถยึดพื้นที่ได้ป่ากรุงชิงคืนในปี 2524 ปัจจุบันยังคงทิ้งร่องรอยประวัติศาสตร์การต่อสู้ เช่น ถ้ำหลบภัย หลุมขวาก สนามบาสเก็ตบอล,"tourist_attraction, point_of_interest, establishment",QPGC+7RR ตำบล กรุงชิง อำเภอ นบพิตำ นครศรีธรรมราช 80160,"{'latitude': 8.775743, 'longitude': 99.72200289999999}",4.4,165.0,ChIJZX11_N-ZUzARLA1v0YAohdI,https://maps.google.com/?cid=15169575453602024748&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
313,ไม่ตรง,"distance>=10km (+0), name_sim<=0.6 (+0), district_match (+2)",2,74591.65,tourist_attraction,แก่งโตน ท่าลี่ เลย ประเทศไทย,แก่งโตน​ ต.หนองผือ​ อ.ท่าลี่​ จ.เลย,มีลักษณะเป็นแนวหินหรือโขดหินเกิดที่เกิดขึ้นตามธรรมชาติเรียงกันอย่างระเกะระกะกีดขวางทางน้ำไหลของแม่น้ำเหือง มีสภาพคล้ายน้ำตกขนาดเล็กตั้งอยู่ ณ บ้านปากห้วย ตำบลหนองผือ อ.ท่าลี่ จ.เลย  อยู่ห่างจากที่ว่าการอำเภอท่าลี่ ไปประมาณ  10 กิโลเมตร   มีทิวทัศน์สวยงามเป็นสถานที่ท่องเที่ยวพักผ่อนหย่อนใจของประชาชนจำนวนมาก  เป็นแก่งหินที่ถูกน้ำกัดเซาะสลับซับซ้อนกั้นสองระหว่างฝั่งไทยและ สปป.ลาว  ฤดูฝนปริมาณน้ำมาก ฤดูร้อนน้ำน้อยเหมาะแก่การท่องเที่ยวพักผ่อน  มีแพทำด้วยไม้ไผ่ไว้บริการแก่นักท่องเที่ยวด้วย,"restaurant, food, point_of_interest, establishment",ตำบล หนองผือ อำเภอ ท่าลี่ เลย 42140,"{'latitude': 17.6998247, 'longitude': 101.4066608}",4.5,20.0,ChIJRb_wcwArITERYfhpq2hsmQs,https://maps.google.com/?cid=835818402662185057&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
317,ไม่ตรง,"distance<5km (+2), name_sim>0.75 (+2)",4,2763.63,park,อุทยานสัตว์ป่าอุบลราชธานี เมืองอุบลราชธานี อุบลราชธานี ประเทศไทย,สวนสัตว์อุบลราชธานี,"อุทยานสัตว์ป่าอุบลราชธานี หรือ สวนสัตว์อุบล ตั้งอยู่ในพื้นที่เขตป่าสงวนแห่งชาติดงฟ้าห่วน บริเวณตำบลขามใหญ่ อำเภอเมือง จังหวัดอุบลราชธานี ห่างจากตัวจังหวัด 12 กิโลเมตร มีพื้นที่จำนวน 1,217 ไร่ โดยวางรูปแบบของสวนสัตว์อุบลให้เป็น Jungle Park นั้นคือ การนำสวนสัตว์เข้ามาผสมผสานกับความสมบูรณ์ของป่าไม้ภายในพื้นที่ รวมถึงใช้การอนุรักษ์และหาประโยชน์จากสภาพผืนป่าแบบระมัดระวังและรอบคอบ ไม่มีการเปลี่ยนแปลงสภาพพื้นป่าและลดการทำลายสภาพพื้นที่เดิมให้มากที่สุด อีกทั้งในบริเวณพื้นที่เขตป่าสงวนแห่งชาติดงฟ้าห่วน เป็นแหล่งอนุรักษ์ต้นยางนากว่า 300 ต้น ซึ่งเป็นพันธุ์ไม้ประจำจังหวัดอุบลราชธานี","zoo, tourist_attraction, point_of_interest, establishment",112 หมู่ 17 ตำบล ขามใหญ่ เมือง อุบลราชธานี 34000,"{'latitude': 15.2839683, 'longitude': 104.80785309999999}",4.3,2068.0,ChIJ-wsyGltjFjERaNt9JRvtMW4,https://maps.google.com/?cid=7940388318879800168&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
321,ไม่ตรง,"distance<1km (+3), name_sim>0.6 (+1), district_match (+2)",6,980.51,tourist_attraction,ศูนย์การทหารปืนใหญ่จังหวัดลพบุรี เมืองลพบุรี ลพบุรี ประเทศไทย,ศูนย์การทหารปืนใหญ่ (ค่ายภูมิพล),"ศูนย์การทหารปืนใหญ่ยังมีแหล่งเรียนรู้ทางประวัติศาสตร์ทั้งด้านการทหาร   การปกครองอื่นๆ อีกมากมาย ต่อมาได้จัดตั้งเป็นพิพิธภัณฑ์ทหารตั้งแต่พ.ศ.2501 คือ   พิพิธภัณฑ์ทหารศูนย์การทหารปืนใหญ่   ซึ่งอยู่ในความรับผิดชอบของกองวิทยาการศูนย์การทหารปืนใหญ่ พิพิธภัณฑ์ตั้งอยู่ภายในตึกกองบัญชาการบนเขาน้ำโจน (ตึกชาโต้)  เป็นสถาปัตยกรรมแบบฝรั่งเศสมีลักษณะคล้ายป้อมปราการที่แข็งแกร่ง  กำแพงตึกหนา แบ่งห้องเป็นสัดส่วน รูปทรงที่ดูหนักแน่น  และการใช้วัสดุก่อสร้างธรรมชาติเช่น ก้อนหินก้อนใหญ่มาก่อผนัง ทำให้อาคารนี้มีลักษณะเด่นที่แปลกไม่เหมือนใคร และด้วยรูปลักษณ์ดังกล่าวที่ทำให้เหมือนปราสาทฝรั่งโบราณจึงเรียกกันอีกอย่างหนึ่งว่าตึกชาโต้ หรือตึกปราสาท ตึกนี้สร้างขึ้นในปี พ.ศ.2487 สมัยที่พล.ต.อุทัย วงศ์วีรเดช ดำรงตำแหน่งหัวหน้าแผนกปืนใหญ่กรมเสนาธิการทหารบก โคกกระเทียม ลพบุรี ตามความดำริของ ฯพณฯ นายกรัฐมนตรี จอมพล ป. พิบูลสงคราม ซึ่งขณะนั้นดำรงตำแหน่งรัฐมนตรีว่าการกระทรวงกลาโหมและผู้บัญชาการทหารบก วัตถุประสงค์ของท่านในการก่อสร้างอาคารนี้คือเพื่อใช้เป็นที่ตรวจการณ์ สำหรับสอนผู้ตรวจการณ์หน้าให้กับหลักสูตรต่างๆ ที่เข้ามาศึกษาในโรงเรียนทหารปืนใหญ่ เป็นตึกรับรองผู้บังคับบัญชาชั้นสูงและแขกผู้มีเกียรติชาวต่างประเทศ ดังนั้นอาคารจึงประดับสัญลักษณ์ของ จอมพล ป. พิบูลสงคราม คือรูปไก่และคฑาไขว้ ภายในอาคารชั้นล่างประกอบด้วยห้องรับแขก ห้องยุทธการ  ส่วนชั้นบนเป็นห้องทำงานของ จอมพล  ป. พิบูลสงคราม ห้องเรียน ห้องบรรยาย และห้องพักผ่อน รวมทั้งมีหลุมหลบภัยใต้ดินที่มีอุโมงค์สำหรับหลบหนีไปยังเชิงเขาน้ำโจนได้           นอกจากนี้ภายในศูนย์การทหารปืนใหญ่ยังมีพิพิธภัณฑ์อื่นๆ อีกซึ่งได้แก่    พิพิธภัณฑ์ศูนย์การทหารปืนใหญ่, พิพิธภัณฑ์ ฯพณฯ พลเอกพระยาพหลพลพยุหเสนา,     พิพิธภัณฑ์ ฯพณฯ จอมพล ป. พิบูลสงคราม, พิพิธภัณฑ์อาวุธทหารปืนใหญ่ และมีสถานที่ท่องเที่ยวพักผ่อนหลายแห่ง ฯลฯ  เบอร์โทร 036 486395 กรุณาทำหนังสือราชการแจ้งล่วงหน้า (ไม่เก็บค่าเข้าชม)","point_of_interest, establishment",VJHQ+HQ5 ศูนย์การทหารปืนใหญ่ ค่ายภูมิพล ถ. พหลโยธิน ตำบล เขาพระงาม อำเภอเมืองลพบุรี ลพบุรี 15160,"{'latitude': 14.8853044, 'longitude': 100.63242269999999}",4.5,39.0,ChIJYzQ3wfIBHjERtGziJ6fSKBI,https://maps.google.com/?cid=1308527307121650868&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
338,ไม่ตรง,"distance>=10km (+0), name_sim<=0.6 (+0), district_match (+2)",2,11928.56,tourist_attraction,อ่าวกะรัง เกาะช้าง ตราด ประเทศไทย,ฐานปฏิบัติการเฝ้าระวังกช. ที่ 1 (อ่าวกะรัง), อ่าวกะรังคือ กับภาพวิวดงมะพร้าวสีเขียวที่เผยฉากหลังเป็นเวิ้งอ่าวและทิวเขาสูง มีนักท่องเที่ยวจำนวนไม่มากที่มาเล่นน้ำหรือนอนอาบแดดเล่นที่นี่ ทำให้บรรยากาศโดยรอบเงียบสงบเหมือนเกาะในฝัน  เหมาะเป็นที่สำหรับการพักผ่อนและชาร์จพลังงานสำหรับวันหยุดอย่างแท้จริง,"observation_deck, point_of_interest, establishment",XCG4+Q7Q ตำบล เกาะช้างใต้ อำเภอ เกาะช้าง ตราด 23170,"{'latitude': 11.9769553, 'longitude': 102.40573619999999}",4.6,108.0,ChIJHfs3BYgXBDER_fSxdr4t3XU,https://maps.google.com/?cid=8492994768349033725&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
342,ไม่ตรง,"distance>=10km (+0), name_sim<=0.6 (+0), district_match (+2), type_match:'lodging' (+2)",4,14004.7,lodging,เบิร์ดพาราไดซ์ เอ็กซ์ตรีม รีสอร์ท สว่างแดนดิน สกลนคร ประเทศไทย,Bird's Paradise Extreme Resort,"เบิร์ด พาราไดส์ เอ็กซ์ตรีม รีสอร์ทมีสนามบินส่วนตัวเอาไว้รองรับกิจกรรมทางอากาศทุกประเภท เช่น กีฬากระโดดร่ม การขับเครื่องบินเล็กเครื่องบินไมโครไลท์ เครื่องบินอัลตร้าไลท์ร่มบินพารามอเตอร์ มีครูฝึกสำหรับสอนกีฬาการบินทุกประเภท สำหรับผู้ที่สนใจฝึกอย่างจริงจังและผู้ที่มาทำกิจกรรม เพื่อสัมผัสกับประสบการณ์ครั้งหนึ่งในชีวิต พร้อมทั้งยังมีร้านจำหน่ายอุปกรณ์สำหรับกีฬาการบินแบบครบวงจรมีพื้นที่ฝึกที่มีความปลอดภัยสูงสุด ได้รับการรับรองจากกรมการบินพลเรือน สมาคมกีฬาการบินแห่งประเทศไทย และสมาคมกีฬากระโดดร่มแห่งสหรัฐอเมริกา นอกจากนั้นยังมีการเปิดสอนหลักสูตรนักดิ่งพสุธา โดยทางรีสอร์ทจะจัดเตรียมอุปกรณ์ครบครันรุ่นใหม่และทันสมัยที่สุดสำหรับการฝึก รวมไปถึงครูฝึกที่มีความเชี่ยวชาญและประสบการณ์สูง ได้รับใบอนุญาตอย่างถูกต้องอย่างเป็นทางการจากสมาคมกีฬากระโดดร่มแห่งสหรัฐอเมริกา (USPA, United State Parachute Association)","hotel, lodging, point_of_interest, establishment",GGFX+43P ตำบล ทรายมูล อำเภอสว่างแดนดิน สกลนคร 47110,"{'latitude': 17.522845999999998, 'longitude': 103.54769739999999}",4.3,3.0,ChIJNWwCRiyrPDERrDvrrV9gEQk,https://maps.google.com/?cid=653409385001466796&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
344,ไม่ตรง,"distance<10km (+1), name_sim<=0.6 (+0), district_match (+2)",3,8928.57,tourist_attraction,สยามมิลซิม หัวหิน ประจวบคีรีขันธ์ ประเทศไทย,Siam Bakery,กิจกรรมกลางแจ้งทางทหาร ที่ๆทุกคนไม่ว่าจะวัยไหนก็สามารถเข้ามาร่วมทดสอบฝืมือการยิงปืนหรือจะประลองฝีมือ,"restaurant, bakery, food_store, store, food, point_of_interest, establishment",107/1 ถ.เพชรเกษม ตำบลหัวหิน อำเภอหัวหิน ประจวบคีรีขันธ์ 77110,"{'latitude': 12.561010099999999, 'longitude': 99.9607788}",4.5,226.0,ChIJD17dYLqr_TARYiy3zrYG-RM,https://maps.google.com/?cid=1439188938143509602&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
